Scenario Capacity Slack Demand DistanceTraveled RidingTime WaitingTime Obj ComputationTime
1_0 15 0.08 200 12.3028 35.1684 1292.27 1339.74 17.9768
1_1 15 0.08 200 12.2264 39.91 1176.12 1228.26 15.6236
1_2 15 0.08 200 12.2555 38.8666 1068.95 1120.08 13.7388
1_3 15 0.08 300 18.7396 52.7973 3768.05 3839.59 124.162
1_4 15 0.08 300 18.4774 54.8509 3710.51 3783.84 130.05
1_5 15 0.08 300 18.4458 59.4358 3293.68 3371.56 105.839
1_6 15 0.08 400 23.6795 83.2036 6176.67 6283.55 304.259
1_7 15 0.08 400 25.8561 73.2855 7081.87 7181.01 305.246
1_8 15 0.08 400 24.3936 76.7153 6665.52 6766.63 288.98
1_9 20 0.08 200 12.0039 34.8604 1127.24 1174.1 14.0764
1_10 20 0.08 200 12.2624 37.9761 1174.43 1224.66 14.767
1_11 20 0.08 200 12.1797 36.8767 1258.97 1308.03 17.8398
1_12 20 0.08 300 17.8264 56.2315 3212.56 3286.62 74.8756
1_13 20 0.08 300 18.3101 61.7752 3447.98 3528.06 82.0744
1_14 20 0.08 300 19.0722 57.3426 3684.58 3761 95.5331
1_15 20 0.08 400 25.0663 72.9974 6746.8 6844.86 287.909
1_16 20 0.08 400 24.8643 80.4041 6648.25 6753.52 291.458
1_17 20 0.08 400 23.8566 71.5175 6320.07 6415.45 265.991
1_18 25 0.08 200 11.2129 43.0721 968.42 1022.71 16.0146
1_19 25 0.08 200 12.2864 43.5064 1137.39 1193.19 20.5884
1_20 25 0.08 200 11.3822 36.3833 959.893 1007.66 15.9551
1_21 25 0.08 300 17.8926 57.9444 3206.24 3282.08 100.277
1_22 25 0.08 300 18.268 57.8806 3299.54 3375.68 105.672
1_23 25 0.08 300 17.5909 60.7269 3055.5 3133.81 82.3783
1_24 25 0.08 400 22.963 74.9453 6062.72 6160.62 247.239
1_25 25 0.08 400 24.7726 71.189 6629.32 6725.28 286.56
1_26 25 0.08 400 25.2378 74.4595 7114.19 7213.89 324.251
1_27 15 0.16 200 9.43559 105.806 43.0834 158.325 2.83575
1_28 15 0.16 200 9.074 103.633 91.9897 204.697 2.80502
1_29 15 0.16 200 9.26283 97.3679 146.502 253.133 3.18227
1_30 15 0.16 300 12.5336 157.414 1346.66 1516.61 15.2601
1_31 15 0.16 300 12.8339 154.78 1621.76 1789.38 18.4921
1_32 15 0.16 300 12.9316 158.709 1553.22 1724.86 17.179
1_33 15 0.16 400 17.4693 202.86 3730.98 3951.31 66.008
1_34 15 0.16 400 16.9901 219.468 3696.25 3932.71 69.2296
1_35 15 0.16 400 17.4586 214.662 3851.06 4083.18 71.3753
1_36 20 0.16 200 8.6709 103.973 31.6237 144.268 1.9414
1_37 20 0.16 200 8.03822 103.731 32.3259 144.096 1.68444
1_38 20 0.16 200 8.50012 108.266 32.1624 148.929 1.59962
1_39 20 0.16 300 10.8975 162.197 622.329 795.424 7.81033
1_40 20 0.16 300 10.7641 161.676 393.62 566.061 7.4454
1_41 20 0.16 300 10.6259 165.453 377.058 553.137 6.57191
1_42 20 0.16 400 14.1437 214.249 2463.97 2692.37 37.0342
1_43 20 0.16 400 14.4718 222.331 2383.04 2619.85 36.1628
1_44 20 0.16 400 14.1577 215.122 2139.52 2368.8 31.3572
1_45 25 0.16 200 8.1336 105.034 29.7149 142.883 1.08805
1_46 25 0.16 200 8.39582 109.745 29.2667 147.407 1.11283
1_47 25 0.16 200 8.22034 104.659 25.5862 138.466 1.31717
1_48 25 0.16 300 10.4575 161.512 382.099 554.068 5.70714
1_49 25 0.16 300 10.6752 160.595 431.437 602.707 6.98292
1_50 25 0.16 300 10.4271 161.106 236.966 408.499 6.02769
1_51 25 0.16 400 13.7141 216.139 1712.23 1942.09 23.6322
1_52 25 0.16 400 13.041 222.556 1352.04 1587.63 19.8972
1_53 25 0.16 400 13.7363 217.591 1864.49 2095.82 27.8742
1_54 15 0.25 200 9.58074 139.275 79.4886 228.344 2.70997
1_55 15 0.25 200 9.32376 132.557 65.1773 207.058 2.71392
1_56 15 0.25 200 9.23211 139.028 34.7791 183.039 2.44833
1_57 15 0.25 300 12.8582 215.493 1541.94 1770.29 12.9795
1_58 15 0.25 300 12.921 207.41 1523.11 1743.45 12.9495
1_59 15 0.25 300 13.2954 198.133 1711.96 1923.39 13.7838
1_60 15 0.25 400 17.2135 272.28 4655.97 4945.47 60.5964
1_61 15 0.25 400 16.7237 273.502 4820.03 5110.26 62.2365
1_62 15 0.25 400 17.4214 275.445 4762.13 5055 61.642
1_63 20 0.25 200 9.02 138.017 39.2886 186.325 1.37217
1_64 20 0.25 200 8.6887 135.068 39.323 183.08 1.30895
1_65 20 0.25 200 8.92324 129.629 45.5327 184.085 1.42572
1_66 20 0.25 300 10.4663 208.22 383.523 602.209 6.00914
1_67 20 0.25 300 10.9837 208.584 451.417 670.985 6.12596
1_68 20 0.25 300 10.4234 205.609 385.942 601.974 5.85993
1_69 20 0.25 400 13.3847 277.482 2018.9 2309.77 21.8797
1_70 20 0.25 400 13.7079 279.055 2114.37 2407.13 23.8023
1_71 20 0.25 400 13.5147 275.312 2149.84 2438.66 22.5735
1_72 25 0.25 200 8.51891 142.948 41.0262 192.493 0.574673
1_73 25 0.25 200 8.90658 142.696 41.4044 193.007 0.655098
1_74 25 0.25 200 9.07137 139.008 41.2608 189.34 0.708868
1_75 25 0.25 300 10.2067 207.579 57.1822 274.968 3.54898
1_76 25 0.25 300 10.2444 211.495 57.9183 279.657 3.85194
1_77 25 0.25 300 10.2909 213.558 52.5119 276.361 3.7013
1_78 25 0.25 400 13.1408 286.345 723.634 1023.12 11.1618
1_79 25 0.25 400 12.4603 289.49 711.188 1013.14 10.8408
1_80 25 0.25 400 12.8164 285.383 835.627 1133.83 11.2158
2_0 15 0.08 200 12.5347 42.6874 1173.19 1228.41 15.4813
2_1 15 0.08 200 12.4415 41.9754 1214.43 1268.85 16.4669
2_2 15 0.08 200 11.6653 35.4399 1002.4 1049.51 12.5392
2_3 15 0.08 300 17.2139 56.3542 3114.24 3187.81 74.7581
2_4 15 0.08 300 17.5481 58.4509 2958.61 3034.61 68.7714
2_5 15 0.08 300 18.2695 58.1242 3341.28 3417.67 84.8222
2_6 15 0.08 400 24.3389 72.0261 7134.39 7230.75 447.475
2_7 15 0.08 400 25.6205 76.9419 7265.05 7367.61 416.217
2_8 15 0.08 400 23.9657 80.5683 6465.28 6569.81 274.277
2_9 20 0.08 200 11.1153 41.3392 919.079 971.534 10.5141
2_10 20 0.08 200 12.3408 33.6413 1089.95 1135.93 13.2922
2_11 20 0.08 200 12.6796 34.8362 1070.68 1118.2 14.2392
2_12 20 0.08 300 18.5434 55.1783 3677.74 3751.47 123.531
2_13 20 0.08 300 17.7533 57.7832 3255.67 3331.21 101.779
2_14 20 0.08 300 17.6185 57.091 2973.51 3048.22 87.8042
2_15 20 0.08 400 23.7494 77.6675 5904.64 6006.06 302.69
2_16 20 0.08 400 24.6837 74.1834 6656.2 6755.07 334.692
2_17 20 0.08 400 23.8125 85.1703 5814.79 5923.77 302.6
2_18 25 0.08 200 12.5679 42.0089 1315.61 1370.19 24.5743
2_19 25 0.08 200 12.2907 39.8723 1076.63 1128.79 17.8066
2_20 25 0.08 200 11.4863 39.748 982.154 1033.39 19.1517
2_21 25 0.08 300 18.2656 61.8964 3169.39 3249.55 98.5628
2_22 25 0.08 300 18.4711 56.3329 3487.06 3561.87 101.192
2_23 25 0.08 300 18.0619 58.4919 3350.45 3427 85.438
2_24 25 0.08 400 24.9445 78.834 6335.09 6438.87 260.559
2_25 25 0.08 400 22.6337 74.2061 6078.26 6175.1 310.138
2_26 25 0.08 400 25.1549 70.6118 6922.8 7018.56 360.077
2_27 15 0.16 200 9.08248 103.577 158.384 271.044 3.09785
2_28 15 0.16 200 9.13143 99.3526 113.581 222.065 3.0646
2_29 15 0.16 200 9.21537 100.694 206.219 316.128 3.29463
2_30 15 0.16 300 12.794 157.345 1658.34 1828.48 19.1561
2_31 15 0.16 300 12.8338 163.029 1475.11 1650.97 17.1164
2_32 15 0.16 300 12.9223 158.364 1656.49 1827.78 19.8333
2_33 15 0.16 400 17.3525 208.517 4158.2 4384.07 78.8703
2_34 15 0.16 400 16.6651 219.446 3755.35 3991.46 68.8341
2_35 15 0.16 400 17.672 204.746 3987.8 4210.21 73.4953
2_36 20 0.16 200 8.72464 106.931 25.656 141.312 1.76424
2_37 20 0.16 200 8.67208 100.26 33.384 142.316 1.61984
2_38 20 0.16 200 8.58137 107.12 29.9392 145.64 1.47498
2_39 20 0.16 300 10.9281 157.207 491.293 659.428 7.27615
2_40 20 0.16 300 10.5966 160.716 464.917 636.23 6.89384
2_41 20 0.16 300 11.0834 162.256 567.561 740.9 7.61978
2_42 20 0.16 400 14.2197 218.692 1928.52 2161.43 27.161
2_43 20 0.16 400 14.1036 217.318 2340.48 2571.9 35.4022
2_44 20 0.16 400 14.074 216.048 2118.62 2348.74 30.1545
2_45 25 0.16 200 8.4554 106.117 32.3658 146.938 1.50371
2_46 25 0.16 200 8.42109 105.972 29.661 144.054 1.36802
2_47 25 0.16 200 8.26738 103.257 30.1418 141.666 1.4328
2_48 25 0.16 300 10.9251 167.107 395.837 573.87 6.60767
2_49 25 0.16 300 10.3814 163.53 299.52 473.431 6.41926
2_50 25 0.16 300 10.3948 163.598 253.911 427.904 6.33217
2_51 25 0.16 400 13.4985 210.957 1717.48 1941.93 26.2699
2_52 25 0.16 400 13.3312 223.202 1424.48 1661.01 20.8633
2_53 25 0.16 400 13.1556 223.1 1562.23 1798.48 25.068
2_54 15 0.25 200 9.40286 133.147 41.3705 183.921 2.55305
2_55 15 0.25 200 9.67797 135.413 170.387 315.478 2.7164
2_56 15 0.25 200 9.17273 135.129 36.4624 180.764 2.52543
2_57 15 0.25 300 13.0387 199.705 1738.46 1951.2 14.6703
2_58 15 0.25 300 12.7632 208.391 1484.84 1706 12.5286
2_59 15 0.25 300 13.0228 210.422 1522.52 1745.96 13.4164
2_60 15 0.25 400 17.3321 283.751 4627.26 4928.35 59.2683
2_61 15 0.25 400 16.739 274.438 4599 4890.18 59.0919
2_62 15 0.25 400 16.9493 277.423 4564.41 4858.78 57.4735
2_63 20 0.25 200 9.03582 135.654 38.1414 182.831 1.48052
2_64 20 0.25 200 8.80634 141.157 40.758 190.721 1.35661
2_65 20 0.25 200 9.02376 141.216 39.5892 189.829 1.26317
2_66 20 0.25 300 10.6487 207.998 406.854 625.501 6.25938
2_67 20 0.25 300 10.7966 203.282 429.256 643.334 6.17847
2_68 20 0.25 300 10.6094 210.702 404.865 626.176 6.03661
2_69 20 0.25 400 14.06 283.817 2242.16 2540.04 24.3708
2_70 20 0.25 400 13.6634 288.573 2012.05 2314.28 22.1776
2_71 20 0.25 400 13.604 280.935 2235.17 2529.71 24.3688
2_72 25 0.25 200 8.75635 136.516 39.2592 184.532 0.556266
2_73 25 0.25 200 8.49844 136.729 40.039 185.266 0.664378
2_74 25 0.25 200 8.98828 140.034 36.9406 185.963 0.605174
2_75 25 0.25 300 10.2407 211.967 61.8952 284.103 4.12279
2_76 25 0.25 300 10.5987 218.351 61.3697 290.32 4.3127
2_77 25 0.25 300 10.4883 208.966 59.4993 278.954 3.87452
2_78 25 0.25 400 12.8282 283.874 756.668 1053.37 11.6851
2_79 25 0.25 400 13.2447 295.27 733.179 1041.69 10.8033
2_80 25 0.25 400 12.9028 282.798 801.711 1097.41 10.9657
3_0 15 0.08 200 13.0575 38.5417 1425.61 1477.21 26.3415
3_1 15 0.08 200 10.5915 36.7163 747.909 795.216 12.538
3_2 15 0.08 200 12.4892 43.1537 1120.51 1176.15 22.4723
3_3 15 0.08 300 17.8614 55.0758 3261.62 3334.56 84.272
3_4 15 0.08 300 17.6793 52.5231 3048.76 3118.96 70.4329
3_5 15 0.08 300 17.0851 61.8848 2784.4 2863.37 61.2685
3_6 15 0.08 400 24.5489 71.9854 6396.79 6493.33 272.199
3_7 15 0.08 400 23.8834 72.9506 6198.61 6295.44 257.662
3_8 15 0.08 400 23.8487 68.8334 6546.71 6639.39 286.469
3_9 20 0.08 200 12.0328 33.9463 1238.28 1284.26 15.7778
3_10 20 0.08 200 11.6018 43.9336 1064.83 1120.36 13.8314
3_11 20 0.08 200 13.0047 36.2526 1374.64 1423.9 17.5973
3_12 20 0.08 300 17.678 54.3063 3301.48 3373.47 81.7187
3_13 20 0.08 300 17.8204 50.6274 3282.02 3350.47 79.0164
3_14 20 0.08 300 18.0399 49.9563 3596.88 3664.87 93.7312
3_15 20 0.08 400 24.8279 82.6589 6447.53 6555.02 271.175
3_16 20 0.08 400 25.5561 73.1951 7232.32 7331.07 341.847
3_17 20 0.08 400 23.0965 70.3984 5919.14 6012.64 233.989
3_18 25 0.08 200 11.2508 40.5061 864.622 916.379 11.3196
3_19 25 0.08 200 12.2228 43.5074 1008.32 1064.05 13.0146
3_20 25 0.08 200 12.4487 38.7125 1324.05 1375.21 18.7896
3_21 25 0.08 300 18.499 51.2341 3641.12 3710.86 95.0866
3_22 25 0.08 300 16.766 55.2695 2957.21 3029.25 71.0219
3_23 25 0.08 300 18.4097 51.8145 3375.83 3446.05 81.2307
3_24 25 0.08 400 25.2841 81.5595 7051.71 7158.56 310.757
3_25 25 0.08 400 23.5998 71.9129 6007.03 6102.54 237.143
3_26 25 0.08 400 23.8068 79.0602 6594.06 6696.93 285.587
3_27 15 0.16 200 9.19166 105.071 172.397 286.66 2.93529
3_28 15 0.16 200 9.3116 102.686 93.7513 205.749 2.9451
3_29 15 0.16 200 9.15679 101.154 154.57 264.881 3.15697
3_30 15 0.16 300 13.3289 158.123 1485.69 1657.14 17.0412
3_31 15 0.16 300 12.8152 150.32 1363.89 1527.03 15.4993
